Seller_ID,Seller_Name,Store_Branch,Region,Sales_Channel
SL11072,Andrea Grant,"Smith, Phelps and Schultz",South,marketplace
SL11073,Michael Rojas,Burch and Sons,South,e-commerce
SL11074,Lauren Neal,Price-Miller,North,e-commerce
SL11075,Troy Henderson,Gonzalez-Davis,South,marketplace
SL11076,Shari Bishop,Eaton Group,West,e-commerce
SL11077,Christopher Sims,"Erickson, Brown and Parker",South,e-commerce
SL11078,Karen Charles,Carter Group,North,physical_store
SL11079,Lawrence Moore,Rice-Woodard,West,physical_store
SL11080,Gloria Ingram,Marshall-Hodges,East,e-commerce
SL11081,Amanda Cox,"Chavez, Rhodes and Harrison",East,physical_store
SL11082,James Williams,Stanley and Sons,North,physical_store
SL11083,Allen Neal,"Page, Richardson and Ryan",East,e-commerce
SL11084,Megan Welch,Strickland and Sons,West,e-commerce
SL11085,Amanda White,Smith-Hutchinson,South,marketplace
SL11086,Carlos Hughes,"Proctor, Fuller and Morrison",East,e-commerce
SL11087,Jessica Clark,Adams PLC,North,marketplace
SL11088,Joseph Sutton,"Adams, Valdez and Hudson",South,marketplace
SL11089,Aaron Esparza,Fleming-Combs,West,marketplace
SL11090,Patricia Jones,Frank-Diaz,South,marketplace
SL11091,Christopher Reyes,Hendrix Group,West,e-commerce
SL11092,Margaret Stokes,Martinez-Black,South,physical_store
SL11093,Amanda King,Hernandez Group,West,marketplace
SL11094,Joseph Owens,Riley Group,East,marketplace
SL11095,Lauren Hart,Miller PLC,East,e-commerce
SL11096,Keith Ortiz,"Weeks, Allen and Jones",East,e-commerce
SL11097,Joshua Serrano,Wilson Ltd,North,e-commerce
SL11098,Steven Peters,Andrade-Smith,South,physical_store
SL11099,Scott Hall,Perez-Baird,North,marketplace
SL11100,Christina Clarke,"Davenport, Evans and Romero",East,physical_store
SL11101,Chris Roberts,"Waters, Wilson and Perez",West,marketplace
SL11102,Calvin Smith DDS,"Adams, Edwards and Martinez",North,marketplace
SL11103,Penny Moore,Anderson-Jackson,North,marketplace
SL11104,Willie Arnold,King Ltd,West,e-commerce
SL11105,Dr. James Gibbs,Hoover Inc,East,marketplace
SL11106,Randall Brown,"Arias, Lopez and Garcia",South,marketplace
SL11107,Shane White,Hall-Smith,East,e-commerce
SL11108,Bradley Martin,Brown and Sons,East,physical_store
SL11109,Alan Lawson,Blair-Waters,West,e-commerce
SL11110,Brandi Jimenez,Flowers PLC,East,marketplace
SL11111,Michael Hamilton,"Williams, Mills and Gibson",West,e-commerce
SL11112,Amy Brooks,Flores-Turner,North,physical_store
SL11113,Jeremy Moore,"Lewis, Gonzalez and Brewer",South,physical_store
SL11114,Jessica Jackson,"Chang, Morgan and Mendoza",North,physical_store
SL11115,Ryan Pacheco,"Hale, Smith and Herrera",North,e-commerce
SL11116,Jason Taylor,Holland-Terry,East,marketplace
SL11117,Benjamin Richards,Ortega Ltd,North,physical_store
SL11118,Brenda Strickland,Vega-Wilson,East,physical_store
SL11119,Rodney Hughes,Raymond-Parks,North,physical_store
SL11120,Kathleen Smith,Sanchez and Sons,North,marketplace
SL11121,Robert Young,"Pratt, Smith and Jones",West,e-commerce
SL11122,Tyler Cole,Valdez Ltd,East,e-commerce
SL11123,Bryan Ward,Barnett LLC,North,e-commerce
SL11124,Jacqueline King,"Clayton, Myers and Graves",West,marketplace
SL11125,Margaret Sanders,"Johnson, Love and Marshall",West,e-commerce
SL11126,Charles Greene,Fox-Wise,East,physical_store
SL11127,Courtney Reed,"Garcia, Clements and Cruz",East,e-commerce
SL11128,Keith Moore,Mullins-Macdonald,South,e-commerce
SL11129,Diana Collins,Cameron LLC,West,e-commerce
SL11130,Anthony Nelson,Simpson Ltd,North,marketplace
SL11131,Kevin Morris,Jenkins-Hensley,South,marketplace
SL11132,Nicholas Garcia,Roberts-Galloway,North,marketplace
SL11133,Jeffrey Higgins,Lowery LLC,South,e-commerce
SL11134,Alan Morse,Diaz-Diaz,North,e-commerce
SL11135,Mrs. Lisa Martinez,Johnson-Chandler,East,e-commerce
SL11136,Xavier Dixon,"Turner, Brown and May",North,physical_store
SL11137,Ms. Amy James,Summers and Sons,East,physical_store
SL11138,Alisha Green,Turner and Sons,West,physical_store
SL11139,Angela Miller,"Singleton, Marks and Jones",North,physical_store
SL11140,Tom Johnson,"Chavez, Nguyen and Richardson",West,physical_store
SL11141,Todd Meyer,"Reed, Martinez and Clarke",West,marketplace
SL11142,Brett Smith,Garner-Christensen,West,e-commerce
SL11143,Timothy Lewis,"Mcguire, Smith and Rogers",South,marketplace
SL11144,Elizabeth Long,Arnold and Sons,North,marketplace
SL11145,Joseph Pruitt,Vance-Delgado,West,e-commerce
SL11146,Matthew Price V,Alexander Group,South,marketplace
SL11147,Duane Vazquez,Hamilton-Freeman,East,e-commerce
SL11148,Megan Hurley,"Newman, Baker and Cruz",South,marketplace
SL11149,Tiffany Lopez,"Robinson, Howe and Armstrong",South,e-commerce
SL11150,Jessica Martin,Carr Ltd,East,e-commerce
SL11151,Alex Snow,"Smith, Tapia and Mcpherson",West,physical_store
SL11152,Sarah Mccoy,"Pham, Allen and Thomas",North,e-commerce
SL11153,Sherry Sanders,"Rojas, Bauer and Boyd",South,marketplace
SL11154,Travis Andrews,"Macdonald, Bray and Garcia",East,e-commerce
SL11155,Alicia Finley,Jackson-Martinez,North,e-commerce
SL11156,Scott Moore,"Kim, Banks and Coffey",East,physical_store
SL11157,Kimberly Adams,Mcdonald-Mckenzie,East,e-commerce
SL11158,Amber Hayes,"Bell, Stuart and Jackson",West,marketplace
SL11159,Darlene Smith,"Knight, Short and Murray",West,marketplace
SL11160,Hannah Smith,"Robbins, Davis and Warner",North,physical_store
SL11161,Tommy Banks,Johnson and Sons,West,e-commerce
SL11162,Connor Taylor,Jenkins-Garrison,East,marketplace
SL11163,Charles Mcgee,Evans and Sons,North,physical_store
SL11164,David Baxter,Richards Inc,East,physical_store
SL11165,Dennis Wong,"Brown, Morrow and Jenkins",North,physical_store
SL11166,Sydney Pierce,Davis Group,West,marketplace
SL11167,Tracy Rodriguez,"Diaz, Jones and Nelson",North,marketplace
SL11168,Leslie Smith,"Miller, Kemp and Clark",East,e-commerce
SL11169,Heather Cook,Kennedy-Moran,West,e-commerce
SL11170,Stephanie Wilson,Guerrero-Garcia,North,e-commerce
SL11171,Michael Carroll,Rhodes and Sons,West,physical_store
SL11172,Raymond Jones,Hernandez-Fry,West,physical_store
SL11173,Melissa Hudson,"Hodges, Perry and Gillespie",North,e-commerce
SL11174,Kenneth Austin,Marquez-Koch,South,marketplace
SL11175,Heather Smith,Harrison PLC,West,marketplace
SL11176,Zachary Henry,Rivera-Schwartz,East,marketplace
SL11177,Charles Sparks,Silva PLC,West,e-commerce
SL11178,Calvin Johnson,Werner Inc,North,physical_store
SL11179,Tracy Smith,Henderson-Mcgee,South,marketplace
SL11180,Tracy Johnson,Weiss Inc,South,e-commerce
SL11181,John Odonnell,Hamilton LLC,North,physical_store
SL11182,Jo Cooper,Irwin-Flores,West,e-commerce
SL11183,Troy Brown,Mcgee Group,West,marketplace
SL11184,Jason Taylor,Newman-White,South,e-commerce
SL11185,Andrew Moore,"Smith, Harris and Watts",North,marketplace
SL11186,Dr. Matthew Buchanan,Herrera Group,South,marketplace
SL11187,Jimmy Stafford,Lin-Ferguson,North,physical_store
SL11188,Ashley Hughes,Joseph-Booker,South,e-commerce
SL11189,Morgan Swanson,Davis-White,East,physical_store
SL11190,Gregory Hahn,Welch LLC,North,physical_store
SL11191,Maria Curtis,Graham-Lane,South,marketplace
SL11192,Cathy Powell,Short PLC,West,physical_store
SL11193,Wendy Brown,"Arroyo, Joseph and Moore",South,e-commerce
SL11194,Maureen Sexton,Hicks-Anderson,South,physical_store
SL11195,Timothy Fisher,"Stark, Ward and Griffin",West,physical_store
SL11196,Kenneth Garcia,"Hubbard, Kirby and King",East,physical_store
SL11197,Vanessa Oliver,Conrad-Vance,North,e-commerce
SL11198,Vincent Dean,Johnson-Johnson,South,marketplace
SL11199,Rebecca Carrillo,Cordova-Hardy,West,e-commerce
SL11200,Jason Roberts,Morris LLC,North,marketplace
SL11201,Debra Hudson,Lambert-Velez,West,physical_store
SL11202,Maria Chase,Nixon-Branch,West,e-commerce
SL11203,Jessica Singh,Ramirez-Sanchez,East,e-commerce
SL11204,Brian Patel,Williams PLC,South,e-commerce
SL11205,Jeffrey Blair,Kim PLC,West,marketplace
SL11206,Richard Sutton,Jackson-Griffin,East,marketplace
SL11207,Martin Jones,Hardin Ltd,East,physical_store
SL11208,Jennifer Hall,Kelly and Sons,South,e-commerce
SL11209,Diana Butler,Scott Group,South,e-commerce
SL11210,Deanna Garcia,Clark Ltd,South,physical_store
SL11211,Beth Jones,Hill-Patterson,North,e-commerce
SL11212,Brandon Wright,"Vargas, Douglas and Smith",North,physical_store
SL11213,Edward Jimenez,Garcia-Nelson,East,e-commerce
SL11214,Krista Buchanan,"Owens, Garcia and Estrada",North,e-commerce
SL11215,Trevor Mason,Chavez Ltd,East,physical_store
SL11216,John Campos,"Gross, Mcguire and Burns",East,physical_store
SL11217,John Chase,"Jones, Davidson and Hill",East,physical_store
SL11218,Nicole Hernandez,Martin-Morales,East,e-commerce
SL11219,Aaron Nelson,"Parks, Munoz and Jimenez",East,physical_store
SL11220,Michael Estrada,"Turner, Davidson and Russo",South,e-commerce
SL11221,Ryan Mcdonald,"Nelson, Johnson and Ruiz",North,marketplace
SL11222,Megan Hancock,"Carrillo, Jackson and Campbell",South,physical_store
SL11223,Brian Jennings,Garcia-Stafford,South,marketplace
SL11224,Raymond Stevens,Morris LLC,East,e-commerce
SL11225,Tina Harvey,Miller-Barton,East,e-commerce
SL11226,Elizabeth Holt,Waller Group,East,e-commerce
SL11227,Juan West,"Dudley, Beltran and Garcia",South,e-commerce
SL11228,Roberto Stein,Garcia LLC,West,e-commerce
SL11229,Jim Rush,Nelson Group,East,physical_store
SL11230,Brandon Simmons,Taylor-Wang,South,marketplace
SL11231,Tina Contreras,Reyes LLC,North,physical_store
SL11232,Helen Ray,Lynch PLC,East,e-commerce
SL11233,Rebecca Weaver,Bailey-Rice,North,physical_store
SL11234,Christie Mccarty,"Rivas, Thompson and Rush",West,marketplace
SL11235,Heidi Osborn,Padilla PLC,North,e-commerce
SL11236,Janice Acosta,"Juarez, Casey and Jensen",North,e-commerce
SL11237,Ryan Dixon,Carter-Green,East,physical_store
SL11238,Mallory Jones,Richardson Ltd,East,physical_store
SL11239,Jennifer Johnson,"Soto, Williams and Malone",East,marketplace
SL11240,Jacqueline Washington,"Hayes, Jimenez and Mitchell",South,physical_store
SL11241,Jill Edwards,Holmes-Silva,North,e-commerce
SL11242,Carolyn Butler,Jackson-Hall,North,e-commerce
SL11243,Elizabeth Baker,Daniels Group,North,marketplace
SL11244,Bailey White,Velazquez-Miller,North,marketplace
SL11245,Laura King,Richardson-Watson,East,physical_store
SL11246,Timothy Hernandez,"Frey, Dunn and Cruz",East,e-commerce
SL11247,Amber Davenport,Butler-Martinez,South,physical_store
SL11248,William Jones,Mullins-Barrett,East,marketplace
SL11249,Paul Le,"Stark, Anderson and Murphy",West,marketplace
SL11250,Mr. Jeffrey Alexander MD,Miller Inc,East,marketplace
SL11251,Paul Cruz,Castillo and Sons,North,physical_store
SL11252,Jessica Guzman,Gomez PLC,West,physical_store
SL11253,Brian Vargas,Robinson-Blackburn,North,marketplace
SL11254,Angela Martinez DDS,Baker LLC,East,physical_store
SL11255,Robert Wright,Bush Ltd,West,physical_store
SL11256,Dennis Hendrix,Parker Ltd,South,marketplace
SL11257,Zachary Banks,"Conway, Anderson and Murray",East,physical_store
SL11258,Denise Zuniga,Dougherty-Rivera,West,physical_store
SL11259,Dustin Morris,Matthews and Sons,South,physical_store
SL11260,Jerry Moreno,Bush PLC,South,physical_store
SL11261,Brian Baker,Wright and Sons,North,marketplace
SL11262,Ryan White,"Walton, Ortiz and Hughes",South,marketplace
SL11263,Joshua Stanton,"Walker, Jensen and Mills",West,marketplace
SL11264,Jessica Brown,Chen and Sons,South,marketplace
SL11265,Matthew Bennett,Horne and Sons,East,marketplace
SL11266,Paul Johnson,Osborne-Phillips,West,physical_store
SL11267,Zachary Wilkins,Bernard LLC,East,e-commerce
SL11268,Jeffrey Gonzalez,Howell Inc,South,physical_store
SL11269,Timothy Liu,"Flynn, Jackson and Forbes",South,physical_store
SL11270,Michael Keller,Owen and Sons,West,marketplace
SL11271,Brenda Orozco,"Hopkins, Potts and Vazquez",South,e-commerce
SL11272,Julie Sanchez,Carlson Group,West,e-commerce
SL11273,Mark Landry,"Olson, Mitchell and Miller",West,e-commerce
SL11274,Jeffrey Ortiz,Marsh PLC,South,e-commerce
SL11275,Destiny Holt,Hoffman-Taylor,North,e-commerce
SL11276,Philip Larson,Case-Welch,East,marketplace
SL11277,Daniel Baker,Jackson-Hayes,West,marketplace
SL11278,Catherine Armstrong,Hernandez Ltd,South,physical_store
SL11279,Nathan Williams,Howard-Scott,East,physical_store
SL11280,Amanda Smith,Lopez Group,North,e-commerce
SL11281,Linda Howell,Cameron Inc,West,e-commerce
SL11282,Robert Kent,"Roberts, Lee and Jordan",East,physical_store
SL11283,Edward Jones,"Zimmerman, Nelson and Gonzalez",East,e-commerce
SL11284,Mark Lee,Barajas-Harmon,South,e-commerce
SL11285,Tammy Roberts,Ingram and Sons,East,e-commerce
SL11286,Matthew Herman,Collins-Williams,South,marketplace
SL11287,James Fleming,"Nguyen, Scott and Wallace",East,marketplace
SL11288,Autumn Zavala,"Kelly, Wade and Rodriguez",South,physical_store
SL11289,Christopher Ramsey,"Hodge, Sandoval and Brown",South,physical_store
SL11290,Abigail Russell,Mitchell-Mcmillan,East,physical_store
SL11291,Donna Christensen,Kennedy-Mayo,East,e-commerce
SL11292,Gloria Neal,Kelley LLC,East,e-commerce
SL11293,Julie Lowe,Casey and Sons,South,marketplace
SL11294,Savannah Black,Howard-Anderson,East,physical_store
SL11295,Michelle Gutierrez,Berry Group,West,marketplace
SL11296,Margaret Ramirez,Torres-Peterson,North,e-commerce
SL11297,Ricardo Martinez,Randall Ltd,South,e-commerce
SL11298,Amanda Woodard,Lewis Inc,West,e-commerce
SL11299,Diane Lewis,Jackson-Garcia,West,physical_store
SL11300,Shawn Ward,"Levy, Collins and Hopkins",South,marketplace
SL11301,James Watts,Jackson Group,North,marketplace
SL11302,Renee Palmer,Zavala-Pacheco,South,physical_store
SL11303,Christina Graves,Sanchez Group,East,physical_store
SL11304,Ryan Moore,"Harrison, York and Martinez",East,e-commerce
SL11305,Jennifer Ruiz,"Pennington, Mcfarland and Reilly",North,e-commerce
SL11306,Sara Chen,"Gomez, Woods and Lawson",East,physical_store
SL11307,Matthew Clark,Webb PLC,West,marketplace
SL11308,Nicholas Henry,Conley Inc,North,marketplace
SL11309,Nathaniel Brown,"Mckee, Dean and Parker",East,marketplace
SL11310,Kimberly Martin,"Williams, Horne and Howe",West,marketplace
SL11311,Benjamin Rose,"Rodriguez, Chen and Waters",South,marketplace
SL11312,Anthony Harrison,Lee Group,South,e-commerce
SL11313,Holly Jones,"Lewis, Lopez and Young",North,e-commerce
SL11314,Eric Ellis,Wells Group,East,physical_store
SL11315,Perry Snow,Flores Ltd,West,physical_store
SL11316,Daniel Jordan,Jones PLC,West,marketplace
SL11317,Deborah Woods,"Bass, Odonnell and Marshall",West,physical_store
SL11318,Emily Green,"Johnson, Ellis and Benson",South,e-commerce
SL11319,Jeremy Caldwell,Cooper-Calhoun,North,physical_store
SL11320,Kelsey Kirby,"Wood, Moore and Edwards",North,physical_store
SL11321,William Berger,"Booth, Orr and Hamilton",West,physical_store
SL11322,Tammy Garcia,Robinson-Gomez,South,physical_store
SL11323,Michael Potter,"Ortiz, Curry and Lane",North,marketplace
SL11324,Ian Brown,Hoover and Sons,North,e-commerce
SL11325,Sonya Brown,Lopez Inc,South,e-commerce
SL11326,Robert Keith,Juarez-Bennett,North,e-commerce
SL11327,Crystal Alvarez,Brown-Thompson,West,physical_store
SL11328,Jenny Frye,Reese-Dunn,East,marketplace
SL11329,Christina Chang,Johnson-Parker,West,physical_store
SL11330,Sarah Carter,Odonnell and Sons,North,physical_store
SL11331,Eric Snow,"Perez, Crawford and Stewart",West,physical_store
SL11332,Clayton Nicholson,Morris PLC,West,marketplace
SL11333,Kathryn Martin MD,"Hunter, Mills and Nichols",West,physical_store
SL11334,Tammy Lucero,Hill LLC,East,marketplace
SL11335,Laura Guerrero,Adams-Salazar,East,marketplace
SL11336,Michael Young,Mason Group,West,physical_store
SL11337,Jillian Gomez,Martin-Cox,East,marketplace
SL11338,Travis Howe,"Williamson, Brooks and Gordon",West,physical_store
SL11339,Tonya Johnson,Luna Group,North,marketplace
SL11340,Samantha Berry,Long-Rosales,South,marketplace
SL11341,Breanna Baxter,"Harvey, David and Edwards",North,marketplace
SL11342,Felicia Miller,Sanders-Howell,West,e-commerce
SL11343,Steven Contreras,Martinez Group,West,physical_store
SL11344,April Mata,Miller Ltd,East,e-commerce
SL11345,Brian Hoffman,Taylor-Meyer,East,physical_store
SL11346,Erica Mason,"Hart, Cunningham and Sullivan",West,physical_store
SL11347,Glenn Perry,Grant-Buchanan,East,marketplace
SL11348,Dr. Diane Bailey,Mata-Martin,South,marketplace
SL11349,Brandi Wood,Johnson Group,East,physical_store
SL11350,Amber Ray,Smith and Sons,South,e-commerce
SL11351,Ashley Moore,Baird-Lee,South,physical_store
SL11352,Danny Hall,"Taylor, Sullivan and Morales",North,e-commerce
SL11353,John Collins,"Armstrong, Villegas and Martin",South,e-commerce
SL11354,Crystal Shaw,Perez LLC,West,physical_store
SL11355,Zachary Pierce,White Inc,South,marketplace
SL11356,Ann Johnson,"Lawrence, Middleton and Gray",South,e-commerce
SL11357,Justin Ware,Johnson Group,North,e-commerce
SL11358,Jason Bailey,Potter Group,East,marketplace
SL11359,David Clayton,"Hamilton, Estrada and White",East,marketplace
SL11360,Christopher Maldonado,Howard-Richard,South,marketplace
SL11361,Kenneth Weiss,"Patel, Lee and Ayala",East,physical_store
SL11362,Oscar Mccann,Newton PLC,East,e-commerce
SL11363,Amy White,Hall Group,East,marketplace
SL11364,Gary Wolf,Delacruz-Landry,East,physical_store
SL11365,Courtney Robinson,Rowland-Lamb,East,e-commerce
SL11366,Tammy Cooley,Parrish LLC,North,physical_store
SL11367,Dan Gomez,"Ortiz, Rodriguez and Parker",South,physical_store
SL11368,Steven Santiago,Johnson Group,South,marketplace
SL11369,Teresa Morales,Reid and Sons,North,marketplace
SL11370,Michael Hicks,Tran Ltd,North,marketplace
SL11371,Kevin Orr,Farrell PLC,South,physical_store
SL11372,Sean Davis,Martin-Myers,North,marketplace
SL11373,Denise Robinson,Smith Group,South,physical_store
SL11374,Ashley Banks,Mclaughlin-Hernandez,North,e-commerce
SL11375,Margaret Warren,"Mccormick, Shaw and Robinson",South,physical_store
SL11376,Dustin Jenkins,Patton-Berg,East,physical_store
SL11377,David Hernandez,"Davis, Smith and Vaughn",East,marketplace
SL11378,Vanessa Watson,Kaiser-Conley,East,physical_store
SL11379,Ellen Robbins,Tran-Johnson,East,e-commerce
SL11380,Mariah Meyer,Woods PLC,East,physical_store
SL11381,Jonathon Horton,Mcknight-Price,East,marketplace
SL11382,Douglas Ward,"Campbell, Garner and Jackson",West,marketplace
SL11383,John Robinson,Williams-Alvarado,South,e-commerce
SL11384,Sandra Cooper,Terry-Davis,North,physical_store
SL11385,Alyssa Ward,Wright-Brock,South,marketplace
SL11386,Jennifer Jensen,Hernandez LLC,West,marketplace
SL11387,Alyssa Snyder,Baker-Nguyen,North,e-commerce
SL11388,Garrett Rojas,"Mckenzie, Thompson and Jenkins",West,marketplace
SL11389,Steven Payne,Perez-Carlson,South,marketplace
SL11390,Laurie Herrera,Park-Stephens,West,e-commerce
SL11391,Ellen Chandler,Dennis-Miller,West,e-commerce
SL11392,Brandon Reed,"Underwood, Elliott and Mitchell",South,physical_store
SL11393,Stephanie Campbell,Cruz Inc,South,physical_store
SL11394,Omar Jones,Newton Group,East,e-commerce
SL11395,Gary Thomas,Lambert PLC,North,physical_store
SL11396,Patricia Hall,"Torres, Forbes and Baldwin",North,e-commerce
SL11397,Brian Thomas,Carpenter-Winters,North,e-commerce
SL11398,Zoe Evans,"Miller, Weeks and Scott",South,physical_store
SL11399,Stephen Collins,Cummings LLC,North,physical_store
SL11400,Brianna Ellis,"Lewis, Park and Gordon",West,marketplace
SL11401,Ethan White,Jefferson-Rogers,East,marketplace
SL11402,Karen Harris,Jackson Group,West,marketplace
SL11403,Jose Boone,"Jones, Murray and Koch",West,physical_store
SL11404,Kayla Morris,"Williams, Short and Anderson",West,marketplace
SL11405,Jenna Manning,Barnes-Owens,East,e-commerce
SL11406,Elizabeth Hopkins,Stewart and Sons,South,physical_store
SL11407,Matthew Brown,Blevins-Robbins,North,e-commerce
SL11408,Sierra Robinson,"Williams, Cooper and Barnett",South,physical_store
SL11409,Paul Christian,Rogers PLC,West,e-commerce
SL11410,Kristy Stephenson,Ryan-Edwards,South,physical_store
SL11411,Jennifer Moore,Jackson LLC,North,marketplace
SL11412,Rachel White,Sawyer and Sons,West,marketplace
SL11413,Dawn Robertson,Price Inc,East,e-commerce
SL11414,Suzanne Jackson,Lowe Ltd,East,physical_store
SL11415,Timothy Gordon,Cardenas-Lopez,North,e-commerce
SL11416,Tammy Wilcox,Howard-Hendricks,North,e-commerce
SL11417,Christine Morgan,Mcclure-Johnson,West,physical_store
SL11418,Jacob Cook,Roberts-Knight,West,e-commerce
SL11419,Kerry Herrera,"Nelson, Johnson and Lee",East,marketplace
SL11420,Jermaine Phillips,Hoover-Ramirez,West,physical_store
SL11421,Peter Hughes,Smith-Flores,East,e-commerce
SL11422,Amy Levine,"Price, Caldwell and Spears",South,marketplace
SL11423,Melissa Johnson,Holt-Daugherty,North,marketplace
SL11424,William Pearson,Hayes Group,North,e-commerce
SL11425,Nathaniel Owens,Hernandez-Obrien,North,physical_store
SL11426,Dr. Christopher Lee,"Hamilton, Alexander and Hunter",West,e-commerce
SL11427,Kristin White,"Graham, Mcgrath and Lewis",East,physical_store
SL11428,Eddie Gonzalez,"Taylor, Myers and Green",South,marketplace
SL11429,Rose Holland,"Williams, Wilson and Fleming",North,e-commerce
SL11430,Craig Morgan,"Zimmerman, Alexander and Hinton",South,physical_store
SL11431,Brian Buchanan,Valentine Ltd,North,e-commerce
SL11432,Christina Anderson,Smith-Sexton,West,e-commerce
SL11433,Pamela Carlson,Long-Campbell,East,marketplace
SL11434,Tracy Jones,"Flynn, Anderson and Buchanan",North,marketplace
SL11435,Brenda Cox,"Martinez, Ortega and Bowman",North,marketplace
SL11436,Amanda Brown,Hogan-Massey,South,physical_store
SL11437,Nicole Howe,Williams-Roberts,South,e-commerce
SL11438,Charles Anthony,Massey-Olsen,East,e-commerce
SL11439,James Carrillo,"Casey, Young and Davis",North,marketplace
SL11440,Julia Combs,Vasquez and Sons,East,marketplace
SL11441,Lori Osborn,Collins-Long,West,physical_store
SL11442,Nathaniel Sosa,Frost-Perkins,South,physical_store
SL11443,Mrs. Molly Mason DVM,Howard-Washington,South,marketplace
SL11444,Anthony Edwards,Cunningham Group,West,marketplace
SL11445,Evelyn Schmidt,"Giles, Gonzalez and Mcdaniel",West,marketplace
SL11446,Heidi Aguirre,"Rios, Garcia and Austin",South,e-commerce
SL11447,Joshua Haas,"Kent, Donaldson and Murphy",East,physical_store
SL11448,Scott Salazar,Taylor-Hopkins,North,physical_store
SL11449,David Simmons,Vargas-Walker,West,marketplace
SL11450,Miranda Graham,Lopez-Mcdaniel,East,e-commerce
SL11451,Alexander Mercer,Williams Group,South,e-commerce
SL11452,Theresa Stewart,Delgado-Park,East,e-commerce
SL11453,Jessica Cooper,Davis-Klein,East,marketplace
SL11454,Joshua Black,Macdonald LLC,East,marketplace
SL11455,Mark Bennett,Orozco-Smith,West,e-commerce
SL11456,Marissa Haas,Kelley-Carney,South,marketplace
SL11457,Jordan Greene,Dean-Rogers,North,marketplace
SL11458,Mr. James Marshall,Livingston PLC,South,e-commerce
SL11459,Sandra Smith,Serrano-Waller,East,physical_store
SL11460,Tina Dixon,"Robles, Vega and Myers",North,e-commerce
SL11461,Linda Stewart,Stevenson-Elliott,North,marketplace
SL11462,Patricia Ward,Fowler-Swanson,West,marketplace
SL11463,Mark Shaffer,Stewart-Shah,South,physical_store
SL11464,Diamond Coleman,George and Sons,West,marketplace
SL11465,Bryce Cameron,Nunez PLC,East,physical_store
SL11466,Michael Gray,Williams-Hardy,North,e-commerce
SL11467,Wendy Anderson,Charles-Kent,East,e-commerce
SL11468,Kara Brown,Jones Ltd,West,physical_store
SL11469,Luis Johnson,Nelson-Dominguez,West,marketplace
SL11470,Dustin Wilkinson,Porter Group,West,physical_store
SL11471,Larry Ferguson,Richards-Ryan,South,marketplace
SL11472,Mark Wallace,Solomon PLC,West,physical_store
SL11473,Jonathan Gay,"Curry, Larson and Durham",South,e-commerce
SL11474,Kellie Wang,Thomas and Sons,North,marketplace
SL11475,Marcus Mathews,"Reid, Pena and Haley",North,e-commerce
SL11476,Jennifer Rodriguez,Benitez Inc,East,physical_store
SL11477,Joanne Conley,"Garcia, Ayala and Shaw",North,marketplace
SL11478,Lisa Sims,White Inc,South,e-commerce
SL11479,Brenda Lopez,Lucero Inc,West,e-commerce
SL11480,Sherry Nichols,"Davis, Lopez and Burke",North,e-commerce
SL11481,Victoria Saunders,Marshall-Abbott,South,e-commerce
SL11482,Crystal Stevenson,Chambers and Sons,North,e-commerce
SL11483,Meagan Mata,"Jones, Richardson and Dixon",West,e-commerce
SL11484,Jose Owens,Orozco Ltd,North,e-commerce
SL11485,David Lewis,Wilson LLC,West,physical_store
SL11486,Robert Bridges,Gray and Sons,East,physical_store
SL11487,Francisco Dickerson,"Rose, Lopez and Cook",West,marketplace
SL11488,Steven Freeman,Scott Ltd,West,physical_store
SL11489,Jared Saunders,"Davis, Wilson and Kaufman",West,marketplace
SL11490,Matthew Meyer,Herring and Sons,East,marketplace
SL11491,Laura Tucker,Alvarez-Reid,East,marketplace
SL11492,Evan Keller,Hernandez PLC,South,marketplace
SL11493,Matthew Powers,"Martinez, Thomas and Gordon",East,physical_store
SL11494,Sheila Perez,Douglas-Clark,West,marketplace
SL11495,Danielle Brooks,"Doyle, Rodriguez and Sullivan",North,marketplace
SL11496,John Hendrix,"Williams, Sanchez and Alvarez",South,physical_store
SL11497,Lori Rogers,"Koch, Jimenez and Moreno",South,physical_store
SL11498,Charles Ballard,Jones Ltd,North,marketplace
SL11499,Michelle Black,Johnson and Sons,East,marketplace
SL11500,Victoria Gomez,Wheeler PLC,West,marketplace
SL11501,Kyle Jones,Wall-Moore,West,e-commerce
SL11502,Lauren Vazquez,Escobar Group,East,e-commerce
SL11503,Lacey Miller,Martinez Group,North,marketplace
SL11504,Teresa Roach,Morales-Monroe,East,e-commerce
SL11505,Kelly Wheeler,Guerrero-Stevens,West,e-commerce
SL11506,Briana Crane,Craig Ltd,East,e-commerce
SL11507,Susan Kaufman,"Johnson, Walker and Peters",North,physical_store
SL11508,Daniel Chung,"Miller, Ross and Mora",West,e-commerce
SL11509,Paul Delgado,Scott Group,North,physical_store
SL11510,Jessica Martinez,Nelson and Sons,North,physical_store
SL11511,Daniel Lee,"Blackwell, Stanley and Mccullough",East,physical_store
SL11512,Ryan Walker,Allen LLC,East,physical_store
SL11513,Ana Becker,"Jefferson, Watson and Pugh",East,marketplace
SL11514,Edward Shah,Leblanc-Chang,South,e-commerce
SL11515,Andrew Travis,Taylor and Sons,West,physical_store
SL11516,Marcus Nguyen,Williams LLC,West,e-commerce
SL11517,Jack Wheeler,Romero Inc,South,e-commerce
SL11518,Samantha Norris,Bowman LLC,South,physical_store
